ukprn,he_provider,academic_year,country_of_he_provider,region_of_he_provider,category_marker,category,value
10007768,The University of Lancaster,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007768,The University of Lancaster,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007768,The University of Lancaster,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003854,Leeds Arts University,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10003854,Leeds Arts University,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,NA
10003854,Leeds Arts University,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10003861,Leeds Beckett University,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10003861,Leeds Beckett University,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Basic
10003861,Leeds Beckett University,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007795,The University of Leeds,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007795,The University of Leeds,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007795,The University of Leeds,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10003863,Leeds Trinity University,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10003863,Leeds Trinity University,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Medium
10003863,Leeds Trinity University,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007796,The University of Leicester,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007796,The University of Leicester,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007796,The University of Leicester,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007151,The University of Lincoln,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007151,The University of Lincoln,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007151,The University of Lincoln,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10003956,Liverpool Hope University,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10003956,Liverpool Hope University,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Medium
10003956,Liverpool Hope University,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003957,Liverpool John Moores University,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10003957,Liverpool John Moores University,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10003957,Liverpool John Moores University,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10003945,The Liverpool Institute for Performing Arts,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10003945,The Liverpool Institute for Performing Arts,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10003945,The Liverpool Institute for Performing Arts,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10006842,The University of Liverpool,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10006842,The University of Liverpool,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Medium
10006842,The University of Liverpool,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003958,Liverpool School of Tropical Medicine,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10003958,Liverpool School of Tropical Medicine,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10003958,Liverpool School of Tropical Medicine,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007162,"University of the Arts, London",2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007162,"University of the Arts, London",2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007162,"University of the Arts, London",2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007769,London Business School,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007769,London Business School,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007769,London Business School,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007797,University of London (Institutes and activities),2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007797,University of London (Institutes and activities),2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007797,University of London (Institutes and activities),2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10004048,London Metropolitan University,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10004048,London Metropolitan University,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10004048,London Metropolitan University,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10004078,London South Bank University,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10004078,London South Bank University,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10004078,London South Bank University,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10004063,London School of Economics and Political Science,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10004063,London School of Economics and Political Science,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10004063,London School of Economics and Political Science,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007771,London School of Hygiene and Tropical Medicine,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007771,London School of Hygiene and Tropical Medicine,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007771,London School of Hygiene and Tropical Medicine,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10004113,Loughborough University,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10004113,Loughborough University,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10004113,Loughborough University,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10004180,The Manchester Metropolitan University,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10004180,The Manchester Metropolitan University,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10004180,The Manchester Metropolitan University,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007798,The University of Manchester,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007798,The University of Manchester,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10007798,The University of Manchester,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
